PCN,ISSUED,LOCATION,Unnamed: 3,FINE,Total Paid,Balance
1675,36,19,60,81,30,0
1676,36,19,60,36,30,0
1676,36,19,60,7,30,0
1436,39,11,60,90,30,0
1441,39,5,60,39,30,0
1454,39,4,60,39,30,0
1454,39,4,60,79,30,0
1455,39,4,60,39,30,0
1455,39,4,60,81,30,0
1473,39,22,60,39,30,0
1473,39,22,60,28,30,0
1474,39,22,60,39,30,0
1474,39,22,60,19,30,0
1481,39,15,60,39,30,0
1481,39,15,60,81,30,0
1506,39,16,60,84,30,0
1507,39,16,60,90,30,0
1507,39,16,60,7,30,0
1508,39,16,60,39,30,0
1508,39,16,60,87,30,0
1509,39,16,60,4,30,0
1510,39,16,60,39,30,0
1511,39,16,60,39,30,0
1511,39,16,60,73,30,0
1512,39,16,60,39,0,60
1513,39,16,60,39,30,0
1513,39,16,60,49,30,0
1513,39,16,60,52,30,0
1514,39,16,60,81,30,0
1523,39,7,60,39,30,0
1523,39,7,60,76,30,0
1524,39,7,60,46,30,0
1595,39,8,60,39,0,60
1595,39,8,60,28,0,60
1596,39,8,60,84,30,0
1599,39,8,60,39,30,0
1600,39,8,60,39,0,60
1601,39,8,60,81,0,0
1602,39,8,60,7,0,0
1603,39,8,60,39,0,60
1604,39,8,60,39,30,0
1604,39,8,60,87,30,0
1605,39,8,60,39,30,0
1606,39,8,60,81,0,0
1606,39,8,60,16,0,0
1608,39,8,60,39,30,0
1608,39,8,60,76,30,0
1609,39,8,60,39,30,0
1610,39,8,60,39,0,98
1610,39,8,60,76,0,98
1610,39,8,60,86,0,98
1611,39,8,60,39,60,0
1611,39,8,60,49,60,0
1612,39,8,60,39,30,0
1613,39,8,60,39,0,60
1614,39,8,60,39,30,0
1614,39,8,60,40,30,0
1615,39,8,60,39,0,98
1615,39,8,60,86,0,98
1616,39,8,60,81,0,60
1616,39,8,60,84,0,60
1648,39,20,60,7,0,0
1649,39,20,60,39,0,60
1650,39,20,60,76,0,98
1651,39,20,60,39,30,0
1651,39,20,60,1,30,0
1652,39,20,60,39,30,0
1653,39,20,60,39,0,90
1654,39,20,60,39,30,0
1655,39,20,60,39,60,0
1656,39,20,60,84,0,0
1657,39,20,60,39,0,0
1658,39,20,60,39,0,0
1659,39,20,60,39,0,0
1660,39,20,60,81,30,0
1661,39,20,60,70,30,0
1662,39,20,60,39,0,0
1663,39,20,60,76,90,0
1664,39,20,60,39,0,0
1664,39,20,60,84,0,0
1436,39,11,60,39,30,0
1436,39,11,60,87,30,0
1441,39,5,60,81,30,0
1455,39,4,60,84,30,0
1473,39,22,60,31,30,0
1481,39,15,60,84,30,0
1506,39,16,60,39,30,0
1507,39,16,60,39,30,0
1508,39,16,60,84,30,0
1509,39,16,60,39,30,0
1510,39,16,60,81,30,0
1510,39,16,60,84,30,0
1511,39,16,60,61,30,0
1512,39,16,60,40,0,60
1512,39,16,60,49,0,60
1514,39,16,60,39,30,0
1514,39,16,60,84,30,0
1523,39,7,60,73,30,0
1524,39,7,60,39,30,0
1594,39,8,60,39,0,0
1594,39,8,60,28,0,0
1595,39,8,60,31,0,60
1596,39,8,60,39,30,0
1597,39,8,60,39,30,0
1597,39,8,60,81,30,0
1598,39,8,60,39,0,60
1599,39,8,60,81,30,0
1601,39,8,60,39,0,0
1602,39,8,60,39,0,0
1604,39,8,60,84,30,0
1605,39,8,60,10,30,0
1606,39,8,60,39,0,0
1606,39,8,60,87,0,0
1607,39,8,60,39,30,0
1607,39,8,60,10,30,0
1609,39,8,60,81,30,0
1612,39,8,60,84,30,0
1613,39,8,60,28,0,60
1613,39,8,60,31,0,60
1614,39,8,60,37,30,0
1615,39,8,60,76,0,98
1616,39,8,60,39,0,60
1647,39,20,60,39,0,0
1647,39,20,60,10,0,0
1648,39,20,60,39,0,0
1650,39,20,60,39,0,98
1650,39,20,60,86,0,98
1652,39,20,60,81,30,0
1653,39,20,60,76,0,90
1653,39,20,60,32,0,90
1654,39,20,60,13,30,0
1654,39,20,60,16,30,0
1655,39,20,60,46,60,0
1656,39,20,60,39,0,0
1657,39,20,60,90,0,0
1658,39,20,60,31,0,0
1658,39,20,60,40,0,0
1659,39,20,60,84,0,0
1660,39,20,60,39,30,0
1661,39,20,60,39,30,0
1661,39,20,60,73,30,0
1662,39,20,60,84,0,0
1663,39,20,60,39,90,0
1663,39,20,60,14,90,0
1482,42,15,60,16,30,0
1515,42,16,60,84,30,0
1617,42,8,60,42,30,0
1618,42,8,60,37,30,0
1665,42,20,60,53,30,0
1666,42,20,60,42,30,0
1667,42,20,60,81,30,0
1669,42,20,60,73,30,0
1679,42,10,60,42,0,0
1685,42,11,60,42,30,0
1685,42,11,60,7,30,0
1686,42,11,60,42,30,0
1687,42,11,60,42,30,0
1687,42,11,60,81,30,0
1696,42,5,60,49,30,0
1700,42,4,60,42,30,0
1701,42,4,60,84,30,0
1702,42,4,60,42,30,0
1702,42,4,60,81,30,0
1703,42,4,60,42,0,90
1703,42,4,60,76,0,90
1704,42,4,60,82,30,0
1755,42,15,60,42,30,0
1755,42,15,60,90,30,0
1756,42,15,60,10,30,0
1756,42,15,60,13,30,0
1757,42,15,60,10,0,0
1774,42,14,60,42,30,0
1774,42,14,60,90,30,0
1786,42,16,60,86,0,98
1789,42,16,60,42,0,98
1789,42,16,60,76,0,98
1789,42,16,60,86,0,98
1790,42,16,60,42,0,98
1790,42,16,60,76,0,98
1791,42,16,60,42,0,98
1792,42,16,60,42,30,0
1792,42,16,60,91,30,0
1793,42,16,60,42,0,98
1793,42,16,60,76,0,98
1794,42,16,60,28,30,0
1795,42,16,60,42,30,0
1795,42,16,60,28,30,0
1822,42,8,60,10,30,0
1823,42,8,60,7,30,0
1825,42,8,60,42,30,0
1826,42,8,60,87,30,0
1827,42,8,60,87,0,0
1828,42,8,60,42,0,60
1831,42,8,60,42,30,0
1831,42,8,60,28,30,0
1831,42,8,60,31,30,0
1833,42,8,60,84,0,0
1834,42,8,60,42,30,0
1835,42,8,60,42,0,98
1836,42,8,60,42,0,98
1836,42,8,60,76,0,98
1836,42,8,60,86,0,98
1837,42,8,60,42,0,98
1838,42,8,60,42,30,0
1839,42,8,60,42,30,0
1839,42,8,60,7,30,0
1840,42,8,60,86,30,0
1842,42,8,60,10,30,0
1842,42,8,60,16,30,0
1842,42,8,60,19,30,0
1843,42,8,60,7,0,0
1845,42,8,60,42,30,0
1845,42,8,60,81,30,0
1845,42,8,60,76,30,0
1845,42,8,60,11,30,0
1846,42,8,60,42,30,0
1954,42,20,60,42,30,0
1954,42,20,60,7,30,0
1955,42,20,60,10,30,0
1957,42,20,60,10,30,0
1959,42,20,60,42,30,0
1959,42,20,60,90,30,0
1960,42,20,60,10,30,0
1961,42,20,60,42,0,0
1961,42,20,60,7,0,0
2003,42,19,60,42,30,0
2003,42,19,60,81,30,0
2004,42,19,60,42,30,0
1482,42,15,60,42,30,0
1482,42,15,60,13,30,0
1515,42,16,60,42,30,0
1515,42,16,60,81,30,0
1617,42,8,60,10,30,0
1618,42,8,60,42,30,0
1619,42,8,60,42,30,0
1619,42,8,60,90,30,0
1619,42,8,60,7,30,0
1665,42,20,60,42,30,0
1665,42,20,60,76,30,0
1665,42,20,60,62,30,0
1666,42,20,60,87,30,0
1667,42,20,60,42,30,0
1668,42,20,60,42,30,0
1668,42,20,60,81,30,0
1669,42,20,60,42,30,0
1669,42,20,60,61,30,0
1679,42,10,60,84,0,0
1680,42,10,60,42,0,98
1680,42,10,60,76,0,98
1680,42,10,60,86,0,98
1686,42,11,60,1,30,0
1687,42,11,60,84,30,0
1696,42,5,60,42,30,0
1696,42,5,60,40,30,0
1700,42,4,60,4,30,0
1701,42,4,60,42,30,0
1701,42,4,60,87,30,0
1703,42,4,60,86,0,90
1704,42,4,60,42,30,0
1704,42,4,60,2,30,0
1733,42,22,60,42,30,0
1733,42,22,60,47,30,0
1756,42,15,60,42,30,0
1757,42,15,60,42,0,0
1786,42,16,60,42,0,98
1786,42,16,60,76,0,98
1787,42,16,60,42,30,0
1787,42,16,60,84,30,0
1788,42,16,60,42,30,0
1788,42,16,60,7,30,0
1790,42,16,60,86,0,98
1791,42,16,60,76,0,98
1791,42,16,60,86,0,98
1792,42,16,60,2,30,0
1793,42,16,60,86,0,98
1794,42,16,60,42,30,0
1794,42,16,60,31,30,0
1795,42,16,60,31,30,0
1821,42,8,60,42,0,0
1821,42,8,60,28,0,0
1822,42,8,60,42,30,0
1822,42,8,60,7,30,0
1823,42,8,60,42,30,0
1824,42,8,60,42,30,0
1824,42,8,60,81,30,0
1825,42,8,60,49,30,0
1826,42,8,60,42,30,0
1826,42,8,60,84,30,0
1827,42,8,60,42,0,0
1827,42,8,60,84,0,0
1827,42,8,60,7,0,0
1829,42,8,60,42,30,0
1829,42,8,60,81,30,0
1830,42,8,60,42,30,0
1830,42,8,60,28,30,0
1830,42,8,60,31,30,0
1832,42,8,60,42,0,0
1832,42,8,60,7,0,0
1833,42,8,60,42,0,0
1834,42,8,60,10,30,0
1834,42,8,60,13,30,0
1835,42,8,60,76,0,98
1835,42,8,60,86,0,98
1837,42,8,60,76,0,98
1837,42,8,60,86,0,98
1838,42,8,60,16,30,0
1839,42,8,60,10,30,0
1840,42,8,60,42,30,0
1840,42,8,60,76,30,0
1841,42,8,60,42,0,0
1841,42,8,60,84,0,0
1842,42,8,60,42,30,0
1843,42,8,60,42,0,0
1844,42,8,60,42,30,0
1844,42,8,60,90,30,0
1846,42,8,60,1,30,0
1955,42,20,60,42,30,0
1956,42,20,60,42,30,0
1956,42,20,60,22,30,0
1957,42,20,60,42,30,0
1958,42,20,60,42,0,0
1958,42,20,60,7,0,0
1959,42,20,60,87,30,0
1960,42,20,60,42,30,0
2004,42,19,60,84,30,0
1697,45,5,60,84,30,0
1705,45,4,60,45,30,0
1706,45,4,60,45,30,0
1706,45,4,60,73,30,0
1707,45,4,60,45,0,98
1734,45,22,60,45,30,0
1735,45,22,60,7,30,0
1736,45,22,60,45,30,0
1736,45,22,60,7,30,0
1737,45,22,60,45,0,60
1738,45,22,60,45,30,0
1739,45,22,60,45,30,0
1740,45,22,60,81,30,0
1759,45,15,60,10,30,0
1760,45,15,60,19,30,0
1761,45,15,60,45,30,0
1761,45,15,60,90,30,0
1761,45,15,60,7,30,0
1762,45,15,60,28,30,0
1763,45,15,60,45,30,0
1763,45,15,60,90,30,0
1764,45,15,60,76,90,0
1764,45,15,60,91,90,0
1778,45,3,60,81,30,0
1780,45,3,60,76,0,98
1797,45,16,60,28,30,0
1797,45,16,60,31,30,0
1798,45,16,60,45,0,60
1799,45,16,60,45,0,98
1800,45,16,60,81,30,0
1801,45,16,60,84,0,0
1817,45,7,60,4,30,0
1818,45,7,60,76,0,98
1847,45,8,60,43,30,0
1848,45,8,60,28,0,0
1849,45,8,60,45,30,0
1850,45,8,60,19,30,0
1851,45,8,60,81,30,0
1853,45,8,60,45,0,60
1854,45,8,60,19,30,0
1855,45,8,60,45,30,0
1855,45,8,60,1,30,0
1856,45,8,60,19,0,0
1857,45,8,60,45,30,0
1857,45,8,60,7,30,0
1858,45,8,60,45,30,0
1858,45,8,60,16,30,0
1859,45,8,60,81,30,0
1860,45,8,60,76,0,98
1860,45,8,60,86,0,98
1861,45,8,60,45,30,0
1861,45,8,60,73,30,0
1862,45,8,60,7,30,0
1863,45,8,60,45,30,0
1863,45,8,60,7,30,0
1863,45,8,60,10,30,0
1864,45,8,60,45,30,0
1865,45,8,60,76,0,98
1865,45,8,60,86,0,98
1866,45,8,60,84,30,0
1867,45,8,60,76,30,0
1867,45,8,60,11,30,0
1867,45,8,60,32,30,0
1868,45,8,60,45,0,98
1869,45,8,60,45,90,0
1870,45,8,60,76,0,0
1870,45,8,60,11,0,0
1871,45,8,60,81,30,0
1871,45,8,60,84,30,0
1872,45,8,60,76,60,0
1872,45,8,60,82,60,0
1873,45,8,60,45,0,60
1874,45,8,60,45,30,0
1874,45,8,60,87,30,0
1962,45,20,60,65,30,0
1964,45,20,60,10,30,0
1965,45,20,60,45,30,0
1965,45,20,60,84,30,0
1968,45,20,60,76,0,90
1969,45,20,60,45,30,0
1970,45,20,60,61,30,0
1971,45,20,60,76,30,0
1971,45,20,60,71,30,0
1972,45,20,60,45,30,0
1972,45,20,60,87,30,0
1973,45,20,60,45,30,0
1973,45,20,60,87,30,0
1976,45,20,60,45,30,0
1976,45,20,60,84,30,0
1978,45,20,60,45,30,0
1978,45,20,60,90,30,0
1979,45,20,60,45,0,0
1979,45,20,60,7,0,0
2005,45,19,60,45,30,0
2005,45,19,60,16,30,0
1697,45,5,60,45,30,0
1705,45,4,60,81,30,0
1706,45,4,60,70,30,0
1707,45,4,60,76,0,98
1707,45,4,60,86,0,98
1734,45,22,60,10,30,0
1735,45,22,60,45,30,0
1738,45,22,60,43,30,0
1739,45,22,60,87,30,0
1740,45,22,60,45,30,0
1758,45,15,60,45,30,0
1758,45,15,60,25,30,0
1759,45,15,60,45,30,0
1759,45,15,60,7,30,0
1760,45,15,60,45,30,0
1762,45,15,60,45,30,0
1763,45,15,60,87,30,0
1764,45,15,60,45,90,0
1765,45,15,60,45,30,0
1765,45,15,60,10,30,0
1778,45,3,60,45,30,0
1779,45,3,60,45,0,98
1779,45,3,60,76,0,98
1779,45,3,60,86,0,98
1780,45,3,60,45,0,98
1780,45,3,60,86,0,98
1796,45,16,60,45,0,60
1797,45,16,60,45,30,0
1799,45,16,60,76,0,98
1799,45,16,60,8,0,98
1800,45,16,60,45,30,0
1801,45,16,60,45,0,0
1817,45,7,60,45,30,0
1818,45,7,60,45,0,98
1818,45,7,60,86,0,98
1847,45,8,60,45,30,0
1848,45,8,60,45,0,0
1849,45,8,60,49,30,0
1850,45,8,60,45,30,0
1850,45,8,60,16,30,0
1851,45,8,60,45,30,0
1852,45,8,60,45,30,0
1852,45,8,60,73,30,0
1854,45,8,60,45,30,0
1856,45,8,60,45,0,0
1858,45,8,60,13,30,0
1859,45,8,60,45,30,0
1860,45,8,60,45,0,98
1861,45,8,60,61,30,0
1862,45,8,60,45,30,0
1862,45,8,60,10,30,0
1864,45,8,60,87,30,0
1865,45,8,60,45,0,98
1866,45,8,60,45,30,0
1866,45,8,60,87,30,0
1867,45,8,60,45,30,0
1868,45,8,60,76,0,98
1868,45,8,60,86,0,98
1869,45,8,60,76,90,0
1869,45,8,60,32,90,0
1870,45,8,60,45,0,0
1871,45,8,60,45,30,0
1872,45,8,60,45,60,0
1872,45,8,60,5,60,0
1962,45,20,60,45,30,0
1962,45,20,60,68,30,0
1963,45,20,60,45,30,0
1963,45,20,60,16,30,0
1964,45,20,60,45,30,0
1964,45,20,60,13,30,0
1965,45,20,60,87,30,0
1966,45,20,60,45,0,0
1966,45,20,60,16,0,0
1967,45,20,60,45,0,0
1967,45,20,60,7,0,0
1968,45,20,60,45,0,90
1968,45,20,60,86,0,90
1969,45,20,60,84,30,0
1970,45,20,60,45,30,0
1971,45,20,60,45,30,0
1973,45,20,60,90,30,0
1974,45,20,60,45,30,0
1975,45,20,60,45,30,0
1975,45,20,60,1,30,0
1976,45,20,60,87,30,0
1977,45,20,60,45,30,0
1977,45,20,60,81,30,0
1977,45,20,60,84,30,0
2005,45,19,60,19,30,0
1688,48,11,60,84,30,0
1691,48,11,60,48,30,0
1694,48,11,60,76,0,98
1698,48,5,60,81,30,0
1699,48,5,60,48,30,0
1699,48,5,60,87,30,0
1708,48,4,60,48,30,0
1709,48,4,60,13,30,0
1710,48,4,60,48,30,0
1710,48,4,60,87,30,0
1713,48,4,60,7,30,0
1741,48,22,60,48,30,0
1741,48,22,60,49,30,0
1744,48,22,60,48,30,0
1744,48,22,60,10,30,0
1745,48,22,60,48,30,0
1745,48,22,60,87,30,0
1746,48,22,60,48,60,0
1747,48,22,60,7,30,0
1748,48,22,60,7,30,0
1767,48,15,60,25,30,0
1768,48,15,60,7,30,0
1769,48,15,60,48,30,0
1769,48,15,60,81,30,0
1770,48,15,60,48,30,0
1771,48,15,60,48,0,98
1771,48,15,60,86,0,98
1772,48,15,60,55,30,0
1773,48,15,60,48,30,0
1775,48,14,60,48,0,98
1775,48,14,60,86,0,98
1776,48,14,60,76,98,0
1781,48,3,60,48,0,90
1781,48,3,60,76,0,90
1802,48,16,60,48,30,0
1803,48,16,60,48,30,0
1803,48,16,60,81,30,0
1804,48,16,60,48,0,98
1804,48,16,60,76,0,98
1804,48,16,60,86,0,98
1805,48,16,60,48,30,0
1806,48,16,60,25,30,0
1807,48,16,60,48,0,0
1808,48,16,60,48,0,60
1811,48,16,60,90,30,0
1812,48,16,60,86,0,98
1813,48,16,60,48,30,0
1813,48,16,60,81,30,0
1815,48,6,60,48,30,0
1815,48,6,60,87,30,0
1816,48,6,60,48,60,0
1875,48,8,60,48,0,98
1875,48,8,60,76,0,98
1876,48,8,60,84,30,0
1878,48,8,60,7,30,0
1881,48,8,60,48,30,0
1881,48,8,60,10,30,0
1882,48,8,60,86,0,98
1884,48,8,60,48,90,0
1884,48,8,60,76,90,0
1884,48,8,60,32,90,0
1886,48,8,60,48,30,0
1887,48,8,60,48,30,0
1887,48,8,60,90,30,0
1887,48,8,60,7,30,0
1889,48,8,60,48,30,0
1889,48,8,60,87,30,0
1890,48,8,60,48,0,98
1890,48,8,60,76,0,98
1890,48,8,60,86,0,98
1891,48,8,60,48,30,0
1891,48,8,60,58,30,0
1892,48,8,60,16,30,0
1894,48,8,60,48,30,0
1894,48,8,60,76,30,0
1894,48,8,60,41,30,0
1895,48,8,60,7,30,0
1897,48,8,60,48,30,0
1897,48,8,60,81,30,0
1898,48,8,60,48,30,0
1898,48,8,60,87,30,0
1899,48,8,60,48,30,0
1899,48,8,60,81,30,0
1900,48,8,60,48,0,98
1900,48,8,60,86,0,98
1902,48,8,60,90,30,0
1902,48,8,60,7,30,0
1903,48,8,60,16,30,0
1980,48,20,60,76,30,0
1980,48,20,60,8,30,0
1980,48,20,60,11,30,0
1981,48,20,60,48,30,0
1981,48,20,60,90,30,0
1982,48,20,60,48,0,98
1982,48,20,60,76,0,98
1982,48,20,60,86,0,98
1983,48,20,60,84,30,0
1983,48,20,60,87,30,0
1984,48,20,60,48,30,0
1984,48,20,60,29,30,0
1984,48,20,60,44,30,0
1987,48,20,60,84,30,0
1989,48,20,60,48,98,0
1989,48,20,60,76,98,0
1989,48,20,60,86,98,0
1990,48,20,60,16,30,0
1991,48,20,60,48,0,0
1991,48,20,60,58,0,0
1992,48,20,60,48,30,0
1992,48,20,60,82,30,0
1992,48,20,60,23,30,0
2006,48,19,60,90,30,0
2006,48,19,60,7,30,0
2007,48,19,60,16,30,0
2008,48,19,60,81,30,0
2008,48,19,60,84,30,0
2010,48,19,60,48,30,0
2011,48,19,60,48,0,60
2012,48,19,60,48,30,0
2012,48,19,60,13,30,0
2013,48,19,60,84,30,0
1681,48,10,60,48,0,60
1688,48,11,60,48,30,0
1689,48,11,60,48,0,60
1689,48,11,60,76,0,60
1689,48,11,60,86,0,60
1690,48,11,60,48,0,98
1690,48,11,60,47,0,98
1691,48,11,60,16,30,0
1692,48,11,60,48,30,0
1692,48,11,60,10,30,0
1692,48,11,60,13,30,0
1693,48,11,60,48,30,0
1693,48,11,60,81,30,0
1694,48,11,60,48,0,98
1694,48,11,60,86,0,98
1698,48,5,60,48,30,0
1699,48,5,60,84,30,0
1708,48,4,60,84,30,0
1709,48,4,60,48,30,0
1711,48,4,60,48,98,0
1711,48,4,60,76,98,0
1711,48,4,60,86,98,0
1712,48,4,60,48,30,0
1712,48,4,60,28,30,0
1713,48,4,60,48,30,0
1714,48,4,60,48,30,0
1714,48,4,60,81,30,0
1741,48,22,60,52,30,0
1742,48,22,60,48,30,0
1742,48,22,60,81,30,0
1743,48,22,60,48,0,98
1743,48,22,60,76,0,98
1743,48,22,60,86,0,98
1744,48,22,60,7,30,0
1745,48,22,60,90,30,0
1746,48,22,60,58,60,0
1747,48,22,60,48,30,0
1748,48,22,60,48,30,0
1766,48,15,60,48,30,0
1766,48,15,60,87,30,0
1767,48,15,60,48,30,0
1768,48,15,60,48,30,0
1770,48,15,60,26,30,0
1770,48,15,60,29,30,0
1771,48,15,60,76,0,98
1772,48,15,60,48,30,0
1773,48,15,60,81,30,0
1775,48,14,60,76,0,98
1776,48,14,60,48,98,0
1776,48,14,60,86,98,0
1802,48,16,60,81,30,0
1802,48,16,60,84,30,0
1805,48,16,60,10,30,0
1806,48,16,60,48,30,0
1807,48,16,60,7,0,0
1809,48,16,60,48,30,0
1809,48,16,60,37,30,0
1810,48,16,60,48,0,98
1810,48,16,60,76,0,98
1810,48,16,60,86,0,98
1811,48,16,60,48,30,0
1812,48,16,60,48,0,98
1812,48,16,60,76,0,98
1816,48,6,60,49,60,0
1819,48,7,60,48,0,60
1875,48,8,60,86,0,98
1876,48,8,60,48,30,0
1876,48,8,60,87,30,0
1877,48,8,60,48,0,60
1878,48,8,60,48,30,0
1879,48,8,60,48,30,0
1879,48,8,60,16,30,0
1880,48,8,60,48,30,0
1880,48,8,60,34,30,0
1882,48,8,60,48,0,98
1882,48,8,60,76,0,98
1883,48,8,60,48,0,60
1885,48,8,60,48,30,0
1885,48,8,60,10,30,0
1886,48,8,60,1,30,0
1888,48,8,60,48,30,0
1888,48,8,60,31,30,0
1889,48,8,60,90,30,0
1891,48,8,60,55,30,0
1892,48,8,60,48,30,0
1892,48,8,60,19,30,0
1893,48,8,60,48,30,0
1893,48,8,60,19,30,0
1893,48,8,60,28,30,0
1894,48,8,60,29,30,0
1894,48,8,60,44,30,0
1895,48,8,60,48,30,0
1896,48,8,60,48,30,0
1896,48,8,60,1,30,0
1897,48,8,60,84,30,0
1898,48,8,60,90,30,0
1899,48,8,60,84,30,0
1900,48,8,60,76,0,98
1901,48,8,60,48,30,0
1901,48,8,60,81,30,0
1902,48,8,60,48,30,0
1903,48,8,60,48,30,0
1904,48,8,60,48,30,0
1904,48,8,60,7,30,0
1905,48,8,60,48,30,0
1905,48,8,60,34,30,0
1980,48,20,60,48,30,0
1983,48,20,60,48,30,0
1984,48,20,60,76,30,0
1984,48,20,60,41,30,0
1985,48,20,60,48,30,0
1985,48,20,60,81,30,0
1986,48,20,60,48,30,0
1986,48,20,60,87,30,0
1987,48,20,60,48,30,0
1987,48,20,60,87,30,0
1988,48,20,60,48,30,0
1988,48,20,60,81,30,0
1990,48,20,60,48,30,0
1990,48,20,60,19,30,0
1992,48,20,60,5,30,0
1992,48,20,60,11,30,0
2006,48,19,60,48,30,0
2007,48,19,60,48,30,0
2008,48,19,60,48,30,0
2009,48,19,60,48,30,0
2009,48,19,60,52,30,0
2010,48,19,60,84,30,0
2012,48,19,60,16,30,0
2013,48,19,60,48,30,0
1456,51,22,60,87,30,0
1682,51,10,60,49,60,0
1683,51,10,60,51,30,0
1715,51,4,60,52,30,0
1716,51,4,60,51,30,0
1716,51,4,60,7,30,0
1720,51,22,60,51,30,0
1721,51,22,60,51,30,0
1721,51,22,60,76,30,0
1721,51,22,60,47,30,0
1721,51,22,60,71,30,0
1722,51,22,60,51,30,0
1724,51,12,60,51,30,0
1726,51,12,60,51,0,98
1726,51,12,60,74,0,98
1728,51,12,60,87,30,0
1728,51,12,60,90,30,0
1729,51,12,60,87,30,0
1730,51,12,60,51,30,0
1730,51,12,60,4,30,0
1731,51,12,60,51,0,60
1732,51,12,60,51,90,0
1732,51,12,60,83,90,0
1751,51,22,60,51,90,0
1751,51,22,60,76,90,0
1777,51,14,60,76,0,98
1777,51,14,60,86,0,98
1782,51,3,60,51,30,0
1782,51,3,60,81,30,0
1783,51,3,60,51,0,98
1783,51,3,60,76,0,98
1820,51,7,60,51,30,0
1820,51,7,60,70,30,0
1906,51,8,60,51,30,0
1906,51,8,60,55,30,0
1907,51,8,60,10,30,0
1908,51,8,60,51,30,0
1908,51,8,60,81,30,0
1909,51,8,60,87,30,0
1909,51,8,60,61,30,0
1910,51,8,60,87,30,0
1911,51,8,60,51,90,0
1911,51,8,60,79,90,0
1912,51,8,60,51,30,0
1913,51,8,60,51,30,0
1914,51,8,60,87,30,0
1915,51,8,60,51,0,60
1915,51,8,60,31,0,60
1916,51,8,60,51,0,60
1916,51,8,60,7,0,60
1917,51,8,60,51,30,0
1918,51,8,60,51,30,0
1919,51,8,60,51,30,0
1919,51,8,60,90,30,0
1919,51,8,60,7,30,0
1920,51,8,60,51,30,0
1920,51,8,60,84,30,0
1921,51,8,60,10,30,0
1921,51,8,60,13,30,0
1922,51,8,60,51,30,0
1923,51,8,60,87,30,0
1924,51,8,60,51,30,0
1925,51,8,60,51,60,0
1925,51,8,60,76,60,0
1925,51,8,60,2,60,0
1926,51,8,60,51,30,0
1927,51,8,60,51,30,0
1928,51,8,60,51,30,0
1929,51,8,60,13,30,0
1930,51,8,60,73,30,0
1931,51,8,60,51,30,0
1931,51,8,60,31,30,0
1934,51,8,60,51,30,0
1936,51,8,60,51,30,0
1936,51,8,60,7,30,0
1937,51,8,60,86,0,98
1938,51,8,60,49,0,0
1940,51,8,60,51,30,0
1940,51,8,60,81,30,0
1993,51,20,60,51,30,0
1993,51,20,60,84,30,0
1994,51,20,60,51,30,0
1994,51,20,60,90,30,0
1995,51,20,60,51,30,0
1996,51,20,60,82,30,0
1998,51,20,60,51,30,0
2014,51,19,60,51,0,60
2015,51,19,60,51,30,0
2017,51,19,60,51,0,0
1456,51,22,60,51,30,0
1456,51,22,60,90,30,0
1682,51,10,60,51,60,0
1683,51,10,60,10,30,0
1695,51,11,60,51,30,0
1695,51,11,60,7,30,0
1715,51,4,60,51,30,0
1715,51,4,60,49,30,0
1719,51,22,60,51,30,0
1719,51,22,60,37,30,0
1720,51,22,60,13,30,0
1722,51,22,60,87,30,0
1724,51,12,60,81,30,0
1725,51,12,60,51,30,0
1725,51,12,60,81,30,0
1727,51,12,60,51,30,0
1727,51,12,60,84,30,0
1728,51,12,60,51,30,0
1729,51,12,60,51,30,0
1729,51,12,60,90,30,0
1732,51,12,60,76,90,0
1749,51,22,60,51,30,0
1749,51,22,60,90,30,0
1749,51,22,60,76,30,0
1749,51,22,60,8,30,0
1750,51,22,60,51,0,60
1751,51,22,60,86,90,0
1777,51,14,60,51,0,98
1783,51,3,60,86,0,98
1820,51,7,60,73,30,0
1906,51,8,60,58,30,0
1907,51,8,60,51,30,0
1907,51,8,60,13,30,0
1909,51,8,60,51,30,0
1909,51,8,60,84,30,0
1909,51,8,60,70,30,0
1910,51,8,60,51,30,0
1910,51,8,60,90,30,0
1911,51,8,60,76,90,0
1912,51,8,60,31,30,0
1912,51,8,60,34,30,0
1913,51,8,60,84,30,0
1914,51,8,60,51,30,0
1914,51,8,60,84,30,0
1915,51,8,60,34,0,60
1916,51,8,60,90,0,60
1917,51,8,60,81,30,0
1918,51,8,60,81,30,0
1920,51,8,60,87,30,0
1921,51,8,60,51,30,0
1922,51,8,60,87,30,0
1923,51,8,60,51,30,0
1923,51,8,60,90,30,0
1924,51,8,60,84,30,0
1925,51,8,60,5,60,0
1926,51,8,60,87,30,0
1927,51,8,60,76,30,0
1927,51,8,60,86,30,0
1928,51,8,60,84,30,0
1928,51,8,60,87,30,0
1929,51,8,60,51,30,0
1930,51,8,60,51,30,0
1930,51,8,60,70,30,0
1931,51,8,60,28,30,0
1932,51,8,60,51,0,60
1933,51,8,60,51,30,0
1933,51,8,60,22,30,0
1934,51,8,60,81,30,0
1935,51,8,60,51,30,0
1935,51,8,60,13,30,0
1935,51,8,60,16,30,0
1937,51,8,60,51,0,98
1937,51,8,60,76,0,98
1938,51,8,60,51,0,0
1939,51,8,60,51,30,0
1939,51,8,60,7,30,0
1995,51,20,60,87,30,0
1996,51,20,60,51,30,0
1996,51,20,60,2,30,0
1997,51,20,60,51,0,60
1998,51,20,60,87,30,0
